  [0x512ce0] __TEXT,__cstring: stopDevice
  __DATA_CONST,__const addr=0xfffffe00081263c0 size=0x1a68 fileoff=0x11223c0 flags=0x0
  __DATA_CONST,__kalloc_type addr=0xfffffe0008127e28 size=0x3c0 fileoff=0x1123e28 flags=0x0
  __DATA_CONST,__kalloc_var addr=0xfffffe00081281e8 size=0x140 fileoff=0x11241e8 flags=0x0
  __DATA_CONST,__auth_got addr=0xfffffe0008128328 size=0x358 fileoff=0x1124328 flags=0x6
  __DATA_CONST,__got addr=0xfffffe0008128680 size=0xc0 fileoff=0x1124680 flags=0x6

READABLE_STRINGS:
  [0x6370f0] __TEXT,__cstring: IOMesaCaptureData
  [0x637102] __TEXT,__cstring: site.IOMesaCaptureData
  [0x637119] __TEXT,__cstring: 121222
  [0x637120] __TEXT,__cstring: AssertMacros: %s (value = 0x%lx), version: Mesa-10317~1066, %s file: %s, line: %d
  [0x637173] __TEXT,__cstring: super::init()
  [0x637182] __TEXT,__cstring: IOMesaCaptureDataQueue.cpp
  [0x63719d] __TEXT,__cstring: source
  [0x6371a4] __TEXT,__cstring: IOMesaCaptureDataLocal
  [0x6371bb] __TEXT,__cstring: site.IOMesaCaptureDataLocal
  [0x6371d7] __TEXT,__cstring: 121222122
  [0x6371e1] __TEXT,__cstring: super::init(source)
  [0x6371f5] __TEXT,__cstring: captureBuffer
  [0x637203] __TEXT,__cstring: IOMesaCaptureDataQueue
  [0x63721a] __TEXT,__cstring: site.IOMesaCaptureDataQueue
  [0x637236] __TEXT,__cstring: 12121112
  [0x63723f] __TEXT,__cstring: B24@?0^{OSObject=^^?i}8^B16
  [0x63725b] __TEXT,__cstring: MesaCachedSystemConfig
  [0x637272] __TEXT,__cstring: site.MesaCachedSystemConfig
  [0x63728e] __TEXT,__cstring: 12222
  [0x637294] __TEXT,__cstring: AppleMesaSEPDriver
  [0x6372a7] __TEXT,__cstring: site.AppleMesaSEPDriver
  [0x6372bf] __TEXT,__cstring: 12111112122212121121211111111111111111111121121122222222122111111122222222222222222222222222222222222111122222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222221222221121121222221112222122121222222222222222221212222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222221111111111111111111112
  [0x637844] __TEXT,__cstring: com.apple.BiometricKit
  [0x63785b] __TEXT,__cstring: SEPDriver-Mesa
  [0x63786a] __TEXT,__cstring: start
  [0x637870] __TEXT,__cstring: ERROR: %s: AssertMacros: %s (value = 0x%lx), %s file: %s, line: %d
  [0x6378b6] __TEXT,__cstring: result
  [0x6378bd] __TEXT,__cstring: /Library/Caches/com.apple.xbs/A6C171C3-A470-4863-86D1-3336AAF4A5FA/TemporaryDirectory.SqREtA/Sources/Mesa/AppleMesaSEPDriver/AppleMesaSEPDriver/AppleMesaSEPDriver.cpp
  [0x637964] __TEXT,__cstring: _mesaSourceLock
  [0x637974] __TEXT,__cstring: Image
  [0x63797a] __TEXT,__cstring: _captureDataQueue
  [0x63798c] __TEXT,__cstring: _logging
  [0x637995] __TEXT,__cstring: _autoMatchEventSource
  [0x6379ab] __TEXT,__cstring: _enrollmentTimeoutEventSource
  [0x6379c9] __TEXT,__cstring: _handleCaptureEventSource
  [0x6379e3] __TEXT,__cstring: _homeButtonEventSource
  [0x6379fa] __TEXT,__cstring: _homeButtonServices
  [0x637a0e] __TEXT,__cstring: _homeButtonLock
  [0x637a1e] __TEXT,__cstring: _powerOffEventSource
  [0x637a33] __TEXT,__cstring: _postFingerOffEventSource
  [0x637a4d] __TEXT,__cstring: _bgOpsResultReadyEventSource
  [0x637a6a] __TEXT,__cstring: _enrollmentForceFailEventSource
  [0x637a8a] __TEXT,__cstring: _sensorStateEventSource
  [0x637aa2] __TEXT,__cstring: _checkDisableConditionsEventSource
  [0x637ac5] __TEXT,__cstring: _stockholmTimeoutEventSource
  [0x637ae2] __TEXT,__cstring: _fingerOffACMCheckEventSource
  [0x637b00] __TEXT,__cstring: _fingerOffTimeoutEventSource
  [0x637b1d] __TEXT,__cstring: _clearPhysicalPresenceEventSource
  [0x637b3f] __TEXT,__cstring: _setSensorIDEventSource
  [0x637b57] __TEXT,__cstring: _deferredResetEventSource
  [0x637b71] __TEXT,__cstring: AppleBiometricSensor
  [0x637b86] __TEXT,__cstring: _mesaServiceNotifier
  [0x637b9b] __TEXT,__cstring: AppleARMSPIDevice
  [0x637bad] __TEXT,__cstring: biosensor,mesa
  [0x637bbc] __TEXT,__cstring: _mesaSPIDeviceNotifier
  [0x637bd3] __TEXT,__cstring: messageGated
  [0x637be0] __TEXT,__cstring: _mesaLock.getGuardedResourceAsConst()
  [0x637c06] __TEXT,__cstring: _mesaLock.getGuardedResourceAsConst() == provider
  [0x637c38] __TEXT,__cstring: sensorGuard.getAcquisitionResult() == 0
  [0x637c66] __TEXT,__cstring: ERROR: %s: Mesa lock could not be safely deinitialized! Lock is being held!
  [0x637cb9] __TEXT,__cstring: AppleMesaResources
  [0x637ccc] __TEXT,__cstring: initWorkLoop
  [0x637cd9] __TEXT,__cstring: matching
  [0x637ce2] __TEXT,__cstring: mesaResources
  [0x637cf0] __TEXT,__cstring: _workLoop
  [0x637cfa] __TEXT,__cstring: mesaServiceNotificationHandlerGated
  [0x637d1e] __TEXT,__cstring: mesaSPIDeviceNotificationHandlerGated
  [0x637d44] __TEXT,__cstring: performSpecificCommandGated
  [0x637d64] __TEXT,__cstring: payload || !payloadSize
  [0x637d7c] __TEXT,__cstring: legacyCmd->magic == 0x4d434d43
  [0x637d9d] __TEXT,__cstring: cmd->version == 1
  [0x637daf] __TEXT,__cstring: payloadSize >= sizeof(cmd_get_cmd_protocol_version_in_v1_t)
  [0x637deb] __TEXT,__cstring: ERROR: %s: GetCmdProtocolVersionCommand: Device protocol version (%u) is %s than host protocol version (%u)!
  [0x637e5a] __TEXT,__cstring: lower
  [0x637e60] __TEXT,__cstring: higher
  [0x637e67] __TEXT,__cstring: ERROR: %s: GetCmdProtocolVersionCommand: Using protocol version %u
  [0x637eac] __TEXT,__cstring: err == 0
  [0x637eb6] __TEXT,__cstring: payloadSize >= sizeof(cmd_get_free_identity_count_in_v1_t)
  [0x637ef1] __TEXT,__cstring: cmd->version == 2
  [0x637f03] __TEXT,__cstring: payloadSize >= sizeof(cmd_get_free_identity_count_in_v2_t)
  [0x637f3e] __TEXT,__cstring: payloadSize >= sizeof(cmd_enroll_mode_in_v1_t)
  [0x637f6d] __TEXT,__cstring: payloadSize >= sizeof(cmd_enroll_mode_in_v2_t)
  [0x637f9c] __TEXT,__cstring: payloadSize >= sizeof(cmd_match_mode_in_v1_t)
  [0x637fca] __TEXT,__cstring: cmd->value == 0
  [0x637fda] __TEXT,__cstring: payloadSize >= sizeof(cmd_no_catacomb_in_v1_t)
  [0x638009] __TEXT,__cstring: payloadSize >= sizeof(cmd_prepare_save_catacomb_in_v1_t)
  [0x638042] __TEXT,__cstring: payloadSize >= sizeof(cmd_prepare_save_catacomb_in_v2_t)
  [0x63807b] __TEXT,__cstring: !_catacombData.data
  [0x63808f] __TEXT,__cstring: _catacombData.data
  [0x6380a2] __TEXT,__cstring: payloadSize >= sizeof(cmd_complete_save_catacomb_in_v1_t)
  [0x6380dc] __TEXT,__cstring: payloadSize >= sizeof(cmd_complete_save_catacomb_in_v2_t)
  [0x638116] __TEXT,__cstring: payloadSize >= sizeof(cmd_confirm_save_catacomb_in_v1_t)
  [0x63814f] __TEXT,__cstring: payloadSize >= sizeof(cmd_confirm_save_catacomb_in_v2_t)
  [0x638188] __TEXT,__cstring: payloadSize > sizeof(catacomb_header_t)
  [0x6381b0] __TEXT,__cstring: payloadSize >= sizeof(cmd_remove_user_data_in_v1_t)
  [0x6381e4] __TEXT,__cstring: payloadSize >= sizeof(cmd_remove_template_in_v1_t)
  [0x638217] __TEXT,__cstring: cmd->version == 1 || cmd->version == 2
  [0x63823e] __TEXT,__cstring: (_sensorType == kSensorTypeSanddollar) || (_sensorType == kSensorTypeTriton) || (_sensorType == kSensorTypeTritonA2) || (_sensorType == kSensorTypePoseidon) || (_sensorType == kSensorTypePoseidonA2) || (_sensorType == kSensorTypeOceanus)
  [0x63832c] __TEXT,__cstring: (err == 0) || (err == (((signed)((((unsigned)(0x38))&0x3f)<<26))|(((0)&0xfff)<<14)|0x2c7))
  [0x638387] __TEXT,__cstring: payloadSize >= sizeof(cmd_get_sks_lock_state_in_v1_t)
  [0x6383bd] __TEXT,__cstring: payloadSize >= sizeof(cmd_request_message_data_in_v1_t)
  [0x6383f5] __TEXT,__cstring: payloadSize >= sizeof(cmd_get_protected_config_in_v1_t)
  [0x63842d] __TEXT,__cstring: outSize
  [0x638435] __TEXT,__cstring: *outSize == sizeof(cmd_get_protected_config_out_v1_t)
  [0x63846b] __TEXT,__cstring: sepResponse.data
  [0x63847c] __TEXT,__cstring: sepResponse.size >= sizeof(mesa_system_config_v1_t)
  [0x6384b0] __TEXT,__cstring: sepResponse.size == sizeof(mesa_system_config_t)
  [0x6384e1] __TEXT,__cstring: payloadSize >= sizeof(cmd_set_protected_config_in_v1_t)
  [0x638519] __TEXT,__cstring: payloadSize >= sizeof(cmd_set_system_protected_config_in_v1_t)
  [0x638558] __TEXT,__cstring: payloadSize >= sizeof(cmd_set_system_protected_config_in_v2_t)
  [0x638597] __TEXT,__cstring: payloadSize >= sizeof(cmd_force_biolockout_in_v1_t)
  [0x6385cb] __TEXT,__cstring: payloadSize >= sizeof(cmd_get_templates_validity_in_v1_t)
  [0x638605] __TEXT,__cstring: *outSize == sizeof(cmd_get_templates_validity_out_v1_t)
  [0x63863d] __TEXT,__cstring: payloadSize >= sizeof(cmd_get_catacomb_id_in_v1_t)
  [0x638670] __TEXT,__cstring: *outSize == sizeof(cmd_get_catacomb_id_out_v1_t)
  [0x6386a1] __TEXT,__cstring: payloadSize >= sizeof(cmd_get_catacomb_hash_in_v1_t)
  [0x6386d6] __TEXT,__cstring: payloadSize >= sizeof(cmd_sea_cookie_handle_message_in_v1_t)
  [0x638713] __TEXT,__cstring: cmd->value <= kMesaFactoryPhysicalPresenceCount
  [0x638743] __TEXT,__cstring: requestANEPowerAssertion(false) == 0
  [0x638769] __TEXT,__cstring: sensorDisable
  [0x638777] __TEXT,__cstring: _mesaLock.isGuardedResourceValid()
  [0x63879a] __TEXT,__cstring: result == 0
  [0x6387a7] __TEXT,__cstring: result != (((signed)((((unsigned)(0x38))&0x3f)<<26))|(((0)&0xfff)<<14)|0x1)
  [0x6387f3] __TEXT,__cstring: setPowerState
  [0x638801] __TEXT,__cstring: (device == this)
  [0x638812] __TEXT,__cstring: setPowerStateGated
  [0x638825] __TEXT,__cstring: powerOffCompletionHandler
  [0x63883f] __TEXT,__cstring: cacheMatchPolicy
  [0x638850] __TEXT,__cstring: response.data
  [0x63885e] __TEXT,__cstring: response.size == sizeof(match_policy_info_t)
  [0x63888b] __TEXT,__cstring: enableWakeOnPin
  [0x63889b] __TEXT,__cstring: false
  [0x6388a1] __TEXT,__cstring: setProperties
  [0x6388af] __TEXT,__cstring: setPropertiesGated
  [0x6388c2] __TEXT,__cstring: SignalQuality
  [0x6388d0] __TEXT,__cstring: signalQuality < kSignalQualityCount
  [0x6388f4] __TEXT,__cstring: applySensorParams
  [0x638906] __TEXT,__cstring: payload
  [0x63890e] __TEXT,__cstring: openSensor
  [0x63891e] __TEXT,__cstring: IODeviceTree:/chosen
  [0x638933] __TEXT,__cstring: getDeviceInfo
  [0x638946] __TEXT,__cstring: chip-id
  [0x638953] __TEXT,__cstring: data->getLength() == sizeof(uint32_t)
  [0x638979] __TEXT,__cstring: getARMIODriver
  [0x638988] __TEXT,__cstring: armIOCandidateGuard.getAcquisitionResult() == 0
  [0x6389b9] __TEXT,__cstring: requestPowerAssertion
  [0x6389cf] __TEXT,__cstring: success
  [0x6389d7] __TEXT,__cstring: armIODriver
  [0x6389e3] __TEXT,__cstring: sendDeviceSerialNumberToSbio
  [0x638a00] __TEXT,__cstring: mesa-overrideDevSN
  [0x638a13] __TEXT,__cstring: IOPlatformExpertDevice
  [0x638a2a] __TEXT,__cstring: platform
  [0x638a33] __TEXT,__cstring: IOPlatformSerialNumber
  [0x638a4a] __TEXT,__cstring: snProperty
  [0x638a55] __TEXT,__cstring: checkSensorState
  [0x638a66] __TEXT,__cstring: updateScanningProperty
  [0x638a7d] __TEXT,__cstring: ScanningState
  [0x638a8b] __TEXT,__cstring: setHVBoost
  [0x638a96] __TEXT,__cstring: cacheProtectedConfigurationSpecific
  [0x638aba] __TEXT,__cstring: context
  [0x638ac2] __TEXT,__cstring: response.size == sizeof(*config)
  [0x638ae3] __TEXT,__cstring: cacheSysProtectedConfigurationSpecific
  [0x638b0a] __TEXT,__cstring: _cachedSysConfig
  [0x638b1b] __TEXT,__cstring: cachedSysConfig
  [0x638b2b] __TEXT,__cstring: getCaptureBufferFromIOMD
  [0x638b4d] __TEXT,__cstring: dataSize == (11 * sizeof(navajo_slice16_t))
  [0x638b79] __TEXT,__cstring: dataSize == (12 * sizeof(sensor96112_slice16_t))
  [0x638baa] __TEXT,__cstring: dataSize == (11 * 2616)
  [0x638bc2] __TEXT,__cstring: dataSize == (10 * 1848 + 608)
  [0x638be0] __TEXT,__cstring: buffer
  [0x638be7] __TEXT,__cstring: createSEP
  [0x638bf5] __TEXT,__cstring: handleSEPMessage
  [0x638c0a] __TEXT,__cstring: m.usernotify.state <= 32767
  [0x638c26] __TEXT,__cstring: syncSensorIdentifiersWithSep
  [0x638c43] __TEXT,__cstring: prepareSession
  [0x638c52] __TEXT,__cstring: _sensorIdentifiersValid
  [0x638c6a] __TEXT,__cstring: prepareNotPairedSession
  [0x638c82] __TEXT,__cstring: outEstablishPaired
  [0x638c95] __TEXT,__cstring: (_sensorType == kSensorTypeNavajo) || (_sensorType == kSensorTypeSanddollar) || (_sensorType == kSensorTypeTriton) || (_sensorType == kSensorTypeTritonA2) || (_sensorType == kSensorTypePoseidon) || (_sensorType == kSensorTypePoseidonA2) || (_sensorType == kSensorTypeOceanus)
  [0x638da9] __TEXT,__cstring: (_provisionStatus != kUnprovisioned) || _provisionedAtLeastOnce || _provisioningRequested
  [0x638e03] __TEXT,__cstring: rootKey.data
  [0x638e10] __TEXT,__cstring: (rootKey.size == 40) || (rootKey.size == (256/8))
  [0x638e42] __TEXT,__cstring: _provisionStatus != kATETest
  [0x638e5f] __TEXT,__cstring: provisionSensorWithRootKey
  [0x638e7a] __TEXT,__cstring: _provisionStatus != SensorProvisionStatus::kProvisioned
  [0x638eb2] __TEXT,__cstring: keySize == (256/8)
  [0x638ec5] __TEXT,__cstring: keySize == 40
  [0x638ed3] __TEXT,__cstring: openSensor(sensorGuard.get())
  [0x638ef1] __TEXT,__cstring: getSensorModuleSerialNumber
  [0x638f0d] __TEXT,__cstring: !factoryOptionsOnly || (_sensorType == kSensorTypeTritonA2) || (_sensorType == kSensorTypePoseidonA2) || (_sensorType == kSensorTypeOceanus)
  [0x638f9a] __TEXT,__cstring: outData
  [0x638fa2] __TEXT,__cstring: *outSize >= 2
  [0x638fb0] __TEXT,__cstring: *outSize >= moduleNumberSize
  [0x638fcd] __TEXT,__cstring: getSensorModuleSerialNumberRaw
  [0x638fec] __TEXT,__cstring: bufferSize
  [0x638ff7] __TEXT,__cstring: *bufferSize >= (23)
  [0x63900b] __TEXT,__cstring: !withData || *bufferSize >= 36
  [0x63902a] __TEXT,__cstring: sepResponse.size == 64
  [0x639041] __TEXT,__cstring: sepResponse.size == 18 || sepResponse.size == 20 || sepResponse.size == 23
  [0x63908c] __TEXT,__cstring: 18 == *bufferSize
  [0x63909e] __TEXT,__cstring: 20 == *bufferSize || 23 == *bufferSize
  [0x6390c5] __TEXT,__cstring: 23 == *bufferSize || 18 == *bufferSize
  [0x6390ec] __TEXT,__cstring: 23 == *bufferSize
  [0x6390fe] __TEXT,__cstring: getSensorSerialNumber
  [0x639114] __TEXT,__cstring: bufferSize >= 16
  [0x639125] __TEXT,__cstring: calibrateSensorFDET
  [0x639139] __TEXT,__cstring: commandBuffer
  [0x639147] __TEXT,__cstring: haveValidStatus
  [0x639157] __TEXT,__cstring: resetSensorAndCheckProvisioning
  [0x639177] __TEXT,__cstring: err != (((signed)((((unsigned)(0x38))&0x3f)<<26))|(((0)&0xfff)<<14)|0x1)
  [0x6391c0] __TEXT,__cstring: resetSensorAndGetIdentifiers
  [0x6391dd] __TEXT,__cstring: resetSensorAndLoadPatch
  [0x6391f5] __TEXT,__cstring: loadPatch
  [0x6391ff] __TEXT,__cstring: patchType != kNoPatch && !(patchType == kCustomPatch && !patch)
  [0x63923f] __TEXT,__cstring: _sensorState == kSessionEstablishedState
  [0x639268] __TEXT,__cstring: (_provisionStatus == kATETest) || (_provisionStatus == kUnprovisioned) || (_provisionStatus == kHalfProvisioned) || (_provisionStatus == kProvisioned)
  [0x6392ff] __TEXT,__cstring: _provisionStatus == kHalfProvisioned
  [0x639324] __TEXT,__cstring: (_provisionStatus == kProvisioned) || ((_provisionStatus == kUnprovisioned) && _provisionedAtLeastOnce)
  [0x63938c] __TEXT,__cstring: sepBuffer
  [0x639396] __TEXT,__cstring: sepBufferSize > 0
  [0x6393a8] __TEXT,__cstring: sensorPatch
  [0x6393b4] __TEXT,__cstring: performKeyExchange
  [0x6393c7] __TEXT,__cstring: _sensorState == kEstablishingSessionState
  [0x6393f1] __TEXT,__cstring: hostKeyWrapped.data
  [0x639405] __TEXT,__cstring: hostKeyWrapped.size == 40
  [0x63941f] __TEXT,__cstring: initializeSequenceCounter
  [0x639439] __TEXT,__cstring: sequenceCounter.data
  [0x63944e] __TEXT,__cstring: sequenceCounter.size == (12)
  [0x63946b] __TEXT,__cstring: sequenceCounter.size == ((16) + (16) + 32)
  [0x639496] __TEXT,__cstring: setMSRkData
  [0x6394a2] __TEXT,__cstring: loadANENet
  [0x6394ad] __TEXT,__cstring: dataSize > 0
  [0x6394ba] __TEXT,__cstring: checkBiometricCommand
  [0x6394d0] __TEXT,__cstring: dropUnlockToken
  [0x6394e0] __TEXT,__cstring: dropBiometricTokens
  [0x6394f4] __TEXT,__cstring: checkBgOpsResult
  [0x639505] __TEXT,__cstring: size >= sizeof(*result)
  [0x63951d] __TEXT,__cstring: bgOpsResultReadyHandler
  [0x639535] __TEXT,__cstring: checkEnrollmentFail
  [0x639549] __TEXT,__cstring: enrollmentForceFailHandler
  [0x639564] __TEXT,__cstring: sensorStateHandler
  [0x639577] __TEXT,__cstring: ERROR: %s: _sensorErrorCounter:%u --> reset
  [0x6395a5] __TEXT,__cstring: (_provisionStatus != SensorProvisionStatus::kUnprovisioned) || _provisionedAtLeastOnce
  [0x6395fc] __TEXT,__cstring: fingerOffTimeoutHandler
  [0x639614] __TEXT,__cstring: testSensor
  [0x63961f] __TEXT,__cstring: getProvisioningStateInt
  [0x639637] __TEXT,__cstring: getProvisioningState
  [0x63964c] __TEXT,__cstring: provisionSensor
  [0x63965c] __TEXT,__cstring: provisionNavajo
  [0x63966c] __TEXT,__cstring: _sensorType == kSensorTypeNavajo
  [0x63968d] __TEXT,__cstring: _provisionStatus != kProvisioned
  [0x6396ae] __TEXT,__cstring: _provisioningStateProven
  [0x6396c7] __TEXT,__cstring: (_provisionStatus != kATETest) && (_provisionStatus != kUnprovisioned)
  [0x63970e] __TEXT,__cstring: reprovisionCommand.data
  [0x639726] __TEXT,__cstring: reprovisionCommand.size == 74
  [0x639744] __TEXT,__cstring: provisionSandDollar
  [0x639758] __TEXT,__cstring: (_provisionStatus == kUnprovisioned) && _provisionedAtLeastOnce
  [0x639798] __TEXT,__cstring: _provisionStatus == kProvisioned
  [0x6397b9] __TEXT,__cstring: lockRootKeyInSensor
  [0x6397cd] __TEXT,__cstring: lockKeyResponse.data
  [0x6397e2] __TEXT,__cstring: lockKeyResponse.size == sizeof(uint8_t)
  [0x63980a] __TEXT,__cstring: lockKeyCommand.data
  [0x63981e] __TEXT,__cstring: lockKeyCommand.size == 66
  [0x639838] __TEXT,__cstring: modifyFactoryOptions
  [0x63984d] __TEXT,__cstring: ctlPhysicalPresence
  [0x639861] __TEXT,__cstring: (_sensorType == kSensorTypeTritonA2) || (_sensorType == kSensorTypePoseidonA2) || (_sensorType == kSensorTypeOceanus)
  [0x6398d7] __TEXT,__cstring: control <= kMesaFactoryPhysicalPresenceSet
  [0x639902] __TEXT,__cstring: clearPhysicalPresenceHandler
  [0x63991f] __TEXT,__cstring: ctlPhysicalPresence(kMesaFactoryPhysicalPresenceClear, nullptr, nullptr) == 0
  [0x63996e] __TEXT,__cstring: checkSeaCookieTransitioning
  [0x63998a] __TEXT,__cstring: initSeaCookieProvisioning
  [0x6399a4] __TEXT,__cstring: (_provisionStatus == kUnprovisioned) || (_provisionStatus == kProvisioned)
  [0x6399ef] __TEXT,__cstring: doSeaCookieProvisioning
  [0x639a07] __TEXT,__cstring: _provisionStatus == kUnprovisioned
  [0x639a2a] __TEXT,__cstring: _provisioningType == kProvisioningWithSeaCookieRandom
  [0x639a60] __TEXT,__cstring: seaCookieHandleMessage
  [0x639a77] __TEXT,__cstring: inDataSize == messageSizeCheck
  [0x639a96] __TEXT,__cstring: _seaCookieProtocolVersion == (2)
  [0x639ab7] __TEXT,__cstring: reprovisionCommand.size == encryptedCmdSize
  [0x639ae3] __TEXT,__cstring: clientResponse
  [0x639af2] __TEXT,__cstring: establishDiffieHellmanSession
  [0x639b10] __TEXT,__cstring: hostKeyPayload.data
  [0x639b24] __TEXT,__cstring: hostKeyPayload.size == 130
