  [0x38cfa5] __TEXT,__cstring: component-index
  [0x3e5a50] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s] waking on _auxTransactionStatus=0x%08x waitResult=0x%08x
  [0x3e5aa8] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: %s::%s(): [%s] Unexpected %s (0x%08x) while waiting for AUX interrupt: INT_STATE=0x%08x DP_INT_STA=0x%08x AUX_CH_STA=0x%08x AUX_RX_COMM=0x%08x AUX_DEBUG_STATUS=0x%08x
  [0x3e5b69] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: _powered=%u
  [0x3e5b8f] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: forwarding to port
  [0x3e5bbc] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: _device=0x%llx
  [0x3e5c0a] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Device removed device=0x%llx
  [0x3e5c41] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: terminating links, device=0x%llx, _linkStatusMask=0x%08x
  [0x3e5c94] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: done, device=0x%llx
  [0x3e5ce7] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: SDP(%02x): disable sdp=%u
  [0x3e5d1b] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: unexpected commandSleepUntilDeadline() error: ret=0x%08x
  [0x3e5d6e] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Video not started; DPTX_VIDEO_STATUS=0x%08x, aborting
  [0x3e5dbe] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: SDP(%02x): %s sdp=%u ret=0x%08x
  [0x3e5df8] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: InfoFrame(%s): start sdp=%u ret=0x%08x
  [0x3e5e39] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: InfoFrame(%s): stop wasEnabled=%d ret=0x%08x
  [0x3e5e80] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: PPS %s ret=0x%08x; _ppsCountPending=%d
  [0x3e5ec1] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Validating link @ %d lanes and %lluGbps
  [0x3e5f03] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Color: depth=%dbpc encoding=%d [%s] range=%d [%s] colorimetry=%d [%s]
  [0x3e5f63] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Horizontal: total=%u frontPorch=%u syncWidth=%u backPorch=%u active=%u
  [0x3e5fc4] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Vertical: total=%u frontPorch=%u syncWidth=%u backPorch=%u active=%u syncRate=%d.%04uHz
  [0x3e6036] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Timing: pixelClock=%u interlaced=%u split=%u
  [0x3e607d] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Link: usableLinkBandwidth=%llubps %c totalLinkBandwidth=%llubps
  [0x3e60d8] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Interlaced unsupported
  [0x3e6109] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: YCbCr420 unsupported
  [0x3e6138] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: unsupported color depth: %lu
  [0x3e61dd] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: DSC: minimum bpp=%u.%04u, maximum slice count=%u
  [0x3e6228] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: DSC requested but not supported by color mode
  [0x3e6270] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: DSC bpp (%u.%04u) below minimum allowed (%u.%04u)
  [0x3e62bc] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: invalid DSC pixel encoding: %s
  [0x3e62f5] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: pixel clock (%u) exceeds DSC peak pixel rate (%u) maxSliceCount=%u
  [0x3e6352] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: horizontal active (%u) exceeds DSC max slice width * count (%u)
  [0x3e63ac] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Link: dsc=%s dsc.bpp=%u.%04u videoBandwidth=%llubps bandwidthRatio(video/total)=%d.%04u
  [0x3e641e] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: %svideo bandwidth (%llu) exceeds usable link bandwidth (%llu)
  [0x3e649b] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: error: non-DSC attributes changed after prepareLink() (changedVideoAttributes=0x%llX)
  [0x3e650b] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: error: horizontal active (%u) must not be greater than value passed to prepareLink() (%u)
  [0x3e657f] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: error: horizontal front porch (%u) must not be greater than value passed to prepareLink() (%u)
  [0x3e65f8] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: error: attributes changed after prepareLink() (changedVideoAttributes=0x%llX)
  [0x3e6660] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Finished Configuring Video
  [0x3e66df] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: new mVid = %u
  [0x3e672c] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: ALPM config:
  [0x3e6753] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s:                wakePeriod = %d.%04u
  [0x3e6795] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s:   wakeClockRecoveryPeriod = %d.%04u
  [0x3e67d7] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s:      wakeSymbolLockPeriod = %d.%04u
  [0x3e6819] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s:      phySleepStandbyDelay = %d.%04u
  [0x3e685b] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s:                symbols/
  [0x3e688d] __TEXT,__os_log: s = %d.%04u symbols
  [0x3e68a2] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s:      horizontal line time = %d.%04u
  [0x3e68e4] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: N1 limit exceeded
  [0x3e6910] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: N2 limit exceeded
  [0x3e693c] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: N3 limit exceeded
  [0x3e6968] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: N5b limit exceeded
  [0x3e6995] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: calculated N1 = %u
  [0x3e69c2] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: calculated N2 = %u
  [0x3e69ef] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: calculated N3 = %u
  [0x3e6a1c] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: ALPM_N5_VIDEO_LINES = %u
  [0x3e6a4f] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [WAKEUP_LINES, CR_SYMBOLS, SYMBOL_LOCK_PATTERN] = [%u, %u, %u]
  [0x3e6aa8] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: BW_RATIO=0x%04x
  [0x3e6af7] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: MISC0=0x%02x MISC1=0x%02x needVSC=%s
  [0x3e6b36] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: VSC SDP[16-18] = { 0x%02x, 0x%02x, 0x%02x }
  [0x3e6b7c] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to enable VSC SDP, ret=0x%08x (ignored)
  [0x3e6bc5] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Finished Video BIST
  [0x3e6bf3] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: unsupported test mode: %d
  [0x3e6c27] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: %s::%s(): Invalid BIST_TYPE, video_ctrl_4=0x%08x
  [0x3e6c72] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: %s::%s(): Invalid color mode, misc0_21=0x%x, misc03=0x%x, misc0_4=0x%x
  [0x3e6cd3] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: %s::%s(): stream clock %llu exceeds pixel clock limit: %lu, _preconfiguredVideoClockFrequency=%lu
  [0x3e6d4f] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: IOAVVideoTimingSetPixelClock failed ret=0x%08x
  [0x3e6df8] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Horizontal: total=%d frontPorch=%d backPorch=%d active=%d
  [0x3e6e4c] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Vertical: total=%d frontPorch=%d backPorch=%d active=%d
  [0x3e6e9e] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Timing: pixelClock=%uHz syncRate=%d.%04uHz interlaced=%d
  [0x3e6f16] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: signaling _port->deviceNotResponding()
  [0x3e6f56] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: signaling _port->deviceBusyTimeout()
  [0x3e6f94] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: signaling _port->deviceNotStarted()
  [0x3e6fd1] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: training pattern=%s scrambled=%s
  [0x3e700c] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: quality pattern=%s scrambled=%s
  [0x3e7046] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: ASSR %s
  [0x3e708d] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: updateLinkRate called after stream disabled, ignoring
  [0x3e70dd] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [CR_SYMBOLS, SYMBOL_LOCK_PATTERN] = [%u, %u]
  [0x3e7124] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: videoBandwidth=%llubps linkBandwidth=%llubps bandwidthRatio=%d.%04u
  [0x3e71d4] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: _hdcpInitMask=0x%x cpTypesMask=0x%x hdcp.protocolMask=0x%x hdcp.authPolicy=%d
  [0x3e723c] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: HDCP1 controller initHDCP failure
  [0x3e7278] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: HDCP2 controller initHDCP failure
  [0x3e72fe] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: unexpected commandSleepForInterval() error: ret=0x%08x
  [0x3e7374] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: No active HDCP controller
  [0x3e73cd] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: FEC_BW_RATIO=0x%04x
  [0x3e73fb] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: FEC 4th symbol %s
  [0x3e744c] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: FEC_READY set to %s
  [0x3e749f] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: FEC %s
  [0x3e74e5] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: warning: warning: alpm_data is invalid; it will be ignored.
  [0x3e753b] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: immediate=%s
  [0x3e7562] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: waiting for AGILE_CTL.immediate_update to self-clear...
  [0x3e75b4] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: done
  [0x3e75d3] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to map device memory reg[2]
  [0x3e7610] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: warning: invalid _byteClocksPerATC value; defaulting to 1.
  [0x3e7665] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: warning: invalid _atcPortCount value; defaulting to 1.
  [0x3e76f3] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: %sabling clock for core%u
  [0x3e7727] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: core%u dfp.address.endpoint(%u) >= %u
  [0x3e7767] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: core%u dfp.address.port(%u) >= %u
  [0x3e77a3] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: core%u dfp.role(%u) > DFP_CIO
  [0x3e77db] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: core%u dfp.address.port(%u) not DPIN
  [0x3e781a] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: core%u port.role(%u) != DFP_CIO
  [0x3e7854] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: invalid unit-address %u
  [0x3e7886] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: core%u -> atc%u,%u (atc%u-%s): ret=0x%08x
  [0x3e7940] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: core%u -> noconnect: ret=0x%08x
  [0x3e797a] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: core%u: bringing up connection to atc%u-%s, pclk=%s, byteclk=%u
  [0x3e7a18] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: core%u: taking down connection
  [0x3e7a51] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: both cores inactive; disabling byteclk (link clock) input
  [0x3e7aa5] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: core%u: ret=0x%08x
  [0x3e7b00] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Unable to allocate matchingDict
  [0x3e7b3a] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: controller matched
  [0x3e7b67] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Failed to register for controller matching notifications!
  [0x3e7bba] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: super::handleStart() failed
  [0x3e7bf0] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: called while dfp == NULL!
  [0x3e7c93] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: linkRate=%lluGbps ret=0x%08x
  [0x49fc080] __DATA,__data: com.apple.driver.AppleDPTX

########################################################################
IMAGE 046: com.apple.driver.AppleDiagnosticDataAccessReadOnly
########################################################################
FILESET_INDEX: 46
FILE_OFFSET: 0x3e7e80
VMADDR: 0xfffffe00073ebe80
UUID: 7F22408C-F70D-3FB5-A829-FD3067669C75
CFBundleName: AppleDiagnosticDataAccessReadOnly
CFBundleExecutable: AppleDiagnosticDataAccessReadOnly
CFBundleVersion: 1.0.0
CFBundleShortVersionString: 1.0.0
OSBundleUUID: {'__bytes_hex__': '7f22408cf70d3fb5a829fd3067669c75'}
MinimumOSVersion: 27.0
DTPlatformVersion: 27.0
DTSDKName: iphoneos27.0.internal
DTSDKBuild: 24A417
DTXcode: 2700
DTXcodeBuild: 27A200c
_PrelinkBundlePath: /System/Library/Extensions/AppleDiagnosticDataAccessReadOnly.kext
_PrelinkExecutableSize: 2288
OSBundleLibraries: {"com.apple.driver.AppleARMPlatform": "1.0.0", "com.apple.driver.AppleNANDConfigAccess": "1.0.0", "com.apple.kpi.bsd": "8.0", "com.apple.kpi.iokit": "8.0", "com.apple.kpi.libkern": "8.0", "com.apple.kpi.mach": "8.0", "com.apple.kpi.unsupported": "8.0"}

SECTIONS:
  __TEXT,__cstring addr=0xfffffe00073ec4f8 size=0x270 fileoff=0x3e84f8 flags=0x2
  __TEXT,__const addr=0xfffffe00073ec768 size=0x8 fileoff=0x3e8768 flags=0x0
  __TEXT_EXEC,__text addr=0xfffffe0008ae1da0 size=0x10bc fileoff=0x1addda0 flags=0x80000400
  __TEXT_EXEC,__auth_stubs addr=0xfffffe0008ae2e5c size=0x160 fileoff=0x1adee5c flags=0x80000408
  __DATA,__data addr=0xfffffe000ba004f8 size=0xc8 fileoff=0x49fc4f8 flags=0x0
  __DATA,__common addr=0xfffffe000ba005c0 size=0x38 fileoff=0x0 flags=0x1
  __DATA,__bss addr=0xfffffe000ba005f8 size=0x38 fileoff=0x0 flags=0x1
  __DATA_CONST,__mod_init_func addr=0xfffffe0007ff5470 size=0x8 fileoff=0xff1470 flags=0x9
  __DATA_CONST,__mod_term_func addr=0xfffffe0007ff5478 size=0x8 fileoff=0xff1478 flags=0xa
  __DATA_CONST,__const addr=0xfffffe0007ff5480 size=0x5f8 fileoff=0xff1480 flags=0x0
  __DATA_CONST,__kalloc_type addr=0xfffffe0007ff5a78 size=0x40 fileoff=0xff1a78 flags=0x0
  __DATA_CONST,__auth_got addr=0xfffffe0007ff5ab8 size=0xb0 fileoff=0xff1ab8 flags=0x6
  __DATA_CONST,__got addr=0xfffffe0007ff5b68 size=0x30 fileoff=0xff1b68 flags=0x6

READABLE_STRINGS:
  [0x3e84f8] __TEXT,__cstring: AppleDiagnosticDataAccessReadOnly
  [0x3e851a] __TEXT,__cstring: site.AppleDiagnosticDataAccessReadOnly
  [0x3e8541] __TEXT,__cstring: 121111121222121211112111222111211122211121112221112111222
  [0x3e857b] __TEXT,__cstring: Failed to match %p
  [0x3e858f] __TEXT,__cstring: diagnostic-data-regions
  [0x3e85a7] __TEXT,__cstring: diagnostic-data-partial-region
  [0x3e85c6] __TEXT,__cstring: "AppleDiagnosticDataAccess does not support partial region data for NAND backed regions" @%s:%d
  [0x3e8626] __TEXT,__cstring: AppleDiagnosticDataAccessReadOnly.cpp
  [0x3e864c] __TEXT,__cstring: "AppleDiagnosticDataAccessReadOnly does not support unloading" @%s:%d
  [0x3e8692] __TEXT,__cstring: All Partial regions for the region %u have not enumerated yet.
  [0x3e86d2] __TEXT,__cstring: Failed to allocate diags data region %u buffer
  [0x3e8702] __TEXT,__cstring: AppleDiagnosticData
  [0x3e8716] __TEXT,__cstring: AppleDiagnosticDataSysCfg
  [0x3e8730] __TEXT,__cstring: AppleDiagnosticDataDisplay
  [0x3e874b] __TEXT,__cstring: AppleDiagnosticDataDisplay-3
  [0x49fc508] __DATA,__data: com.apple.driver.AppleDiagnosticDataAccessReadOnly

########################################################################
IMAGE 047: com.apple.driver.AppleDialogPMU
########################################################################
FILESET_INDEX: 47
FILE_OFFSET: 0x3e8770
VMADDR: 0xfffffe00073ec770
UUID: FBF2ED93-C8E4-39AC-95EA-A59A658899EC
CFBundleName: AppleDialogPMU
CFBundleExecutable: AppleDialogPMU
CFBundleVersion: 1.0.1
CFBundleShortVersionString: 1.0.1
OSBundleUUID: {'__bytes_hex__': 'fbf2ed93c8e439ac95eaa59a658899ec'}
OSBundleRequired: Root
MinimumOSVersion: 27.0
DTPlatformVersion: 27.0
DTSDKName: iphoneos27.0.internal
DTSDKBuild: 24A417
DTXcode: 2700
DTXcodeBuild: 27A200c
_PrelinkBundlePath: /System/Library/Extensions/AppleDialogPMU.kext
_PrelinkExecutableSize: 3094
OSBundleLibraries: {"com.apple.driver.AppleARMPMU": "1.0.0", "com.apple.driver.AppleARMPlatform": "1.0.0", "com.apple.driver.AppleEmbeddedTempSensor": "1.0.0", "com.apple.iokit.IOHIDFamily": "1.4", "com.apple.kpi.bsd": "8.0", "com.apple.kpi.iokit": "8.0", "com.apple.kpi.libkern": "8.0", "com.apple.kpi.mach": "8.0", "com.apple.kpi.unsupported": "8.0"}

SECTIONS:
  __TEXT,__cstring addr=0xfffffe00073ecde8 size=0x59e fileoff=0x3e8de8 flags=0x2
  __TEXT_EXEC,__text addr=0xfffffe0008ae2fc0 size=0x2e3c fileoff=0x1adefc0 flags=0x80000400
  __TEXT_EXEC,__auth_stubs addr=0xfffffe0008ae5dfc size=0x250 fileoff=0x1ae1dfc flags=0x80000408
  __DATA,__data addr=0xfffffe000ba00630 size=0x188 fileoff=0x49fc630 flags=0x0
  __DATA,__common addr=0xfffffe000ba007b8 size=0x78 fileoff=0x0 flags=0x1
  __DATA,__bss addr=0xfffffe000ba00830 size=0x20 fileoff=0x0 flags=0x1
  __DATA_CONST,__mod_init_func addr=0xfffffe0007ff5b98 size=0x8 fileoff=0xff1b98 flags=0x9
  __DATA_CONST,__mod_term_func addr=0xfffffe0007ff5ba0 size=0x8 fileoff=0xff1ba0 flags=0xa
  __DATA_CONST,__const addr=0xfffffe0007ff5ba8 size=0xda8 fileoff=0xff1ba8 flags=0x0
  __DATA_CONST,__kalloc_type addr=0xfffffe0007ff6950 size=0x100 fileoff=0xff2950 flags=0x0
  __DATA_CONST,__auth_got addr=0xfffffe0007ff6a50 size=0x128 fileoff=0xff2a50 flags=0x6
  __DATA_CONST,__got addr=0xfffffe0007ff6b78 size=0x50 fileoff=0xff2b78 flags=0x6
  __DATA_CONST,__auth_ptr addr=0xfffffe0007ff6bc8 size=0x8 fileoff=0xff2bc8 flags=0x0

READABLE_STRINGS:
  [0x3e8de8] __TEXT,__cstring: IOPMSystemSleepType
  [0x3e8dfc] __TEXT,__cstring: event_name-%s
  [0x3e8e0a] __TEXT,__cstring: pmu-chargetrap
  [0x3e8e19] __TEXT,__cstring: /chosen
  [0x3e8e21] __TEXT,__cstring: software-behavior
  [0x3e8e33] __TEXT,__cstring: AppleDialogPMU
  [0x3e8e42] __TEXT,__cstring: site.AppleDialogPMU
  [0x3e8e56] __TEXT,__cstring: 121111121222121211112122111111212
  [0x3e8e78] __TEXT,__cstring: pmu-debug
  [0x3e8e82] __TEXT,__cstring: pmu-debug-wake
  [0x3e8e91] __TEXT,__cstring: pmu-bringup
  [0x3e8e9d] __TEXT,__cstring: d240x-int-hack
  [0x3e8eac] __TEXT,__cstring: function-panic_reset
  [0x3e8ec1] __TEXT,__cstring: no-halt_restart
  [0x3e8ed1] __TEXT,__cstring: start
  [0x3e8ed7] __TEXT,__cstring: config
  [0x3e8ede] __TEXT,__cstring: AppleDialogPMU::%s failed: err=0x%08x, addr=0x%04x, data[%u]={
  [0x3e8f1d] __TEXT,__cstring: _writeRegs
  [0x3e8f28] __TEXT,__cstring: 0x%02x%c
  [0x3e8f33] __TEXT,__cstring: _readRegs
  [0x3e8f3d] __TEXT,__cstring: AppleDialogPMU::%s failed: %08x, address=%04x, data=%02x mask=%02x tmp=%02x
  [0x3e8f8a] __TEXT,__cstring: modReg
  [0x3e8f91] __TEXT,__cstring: debug
  [0x3e8f97] __TEXT,__cstring: %s::%s(Debug) debug=%d
  [0x3e8faf] __TEXT,__cstring: setDebugProperties
  [0x3e8fc2] __TEXT,__cstring: debugWake
  [0x3e8fcc] __TEXT,__cstring: %s::%sADC timeout %dms
  [0x3e8fe4] __TEXT,__cstring: _readADCGated
  [0x3e8ff2] __TEXT,__cstring: %s::%s::_readADCGated(%ld) ADC read duration: %lld
  [0x3e9026] __TEXT,__cstring: %s::%s::_readADCGated(%ld) ADC read bad state: %d
  [0x3e9059] __TEXT,__cstring: %s::%s::_readADCGated(%ld) cannot read result (%#x)
  [0x3e908e] __TEXT,__cstring: %s::%s::_readADCGated(%ld) cannot end conversion (%#x)
  [0x3e90c6] __TEXT,__cstring: %s::%s::_readADCGated(%ld) failed with status=%08x
  [0x3e90fb] __TEXT,__cstring: AppleDialogPMUUserClient
  [0x3e9114] __TEXT,__cstring: site.AppleDialogPMUUserClient
  [0x3e9132] __TEXT,__cstring: 1211111212221212111111111111
  [0x3e914f] __TEXT,__cstring: %s::%s() selector=%d, inputCnt=%d, inputSize=%d, outputCnt=%d, outputSize=%d
  [0x3e919d] __TEXT,__cstring: externalMethod
  [0x3e91ac] __TEXT,__cstring: site.AppleDialogMemLog
  [0x3e91c3] __TEXT,__cstring: 222211122221112222111222211122221112222111222211122221112222111222211122221112222111222211122221112222111222211122221112222111222211122221112222111222211122221112222111222211122221112222111222211122221112222111222211122221112222111222211122221112222111222211122221112222111222211122221112222111222211122221112222111222211122221112222111222211122221112222111222211122221112222111222211122221112222111222211122221112222111222211122221112222111222211121
  [0x49fc640] __DATA,__data: com.apple.driver.AppleDialogPMU

########################################################################
IMAGE 048: com.apple.driver.AppleDiskImages2
########################################################################
FILESET_INDEX: 48
FILE_OFFSET: 0x3e9390
VMADDR: 0xfffffe00073ed390
UUID: 26B2BB74-3877-3177-8686-525D80D6D1CF
CFBundleName: AppleDiskImages2
CFBundleExecutable: AppleDiskImages2
CFBundleVersion: 598.0.1
CFBundleShortVersionString: 598.0.1
OSBundleUUID: {'__bytes_hex__': '26b2bb74387731778686525d80d6d1cf'}
OSBundleRequired: Root
MinimumOSVersion: 27.0
DTPlatformVersion: 27.0
DTSDKName: iphoneos27.0.internal
DTSDKBuild: 24A436
DTXcode: 2700
DTXcodeBuild: 27A200c
_PrelinkBundlePath: /System/Library/Extensions/AppleDiskImages2.kext
_PrelinkExecutableSize: 26008
OSBundleLibraries: {"com.apple.iokit.IOStorageFamily": "2.1", "com.apple.kpi.bsd": "17.0", "com.apple.kpi.iokit": "17.0", "com.apple.kpi.libkern": "17.0", "com.apple.kpi.mach": "17.0", "com.apple.kpi.private": "17.0", "com.apple.kpi.unsupported": "17.0"}

SECTIONS:
  __TEXT,__cstring addr=0xfffffe00073edaf8 size=0x3995 fileoff=0x3e9af8 flags=0x2
  __TEXT,__os_log addr=0xfffffe00073f148d size=0x2480 fileoff=0x3ed48d flags=0x0
  __TEXT,__const addr=0xfffffe00073f3910 size=0x18 fileoff=0x3ef910 flags=0x0
  __TEXT_EXEC,__text addr=0xfffffe0008ae6050 size=0x12478 fileoff=0x1ae2050 flags=0x80000400
  __TEXT_EXEC,__auth_stubs addr=0xfffffe0008af84c8 size=0x5b0 fileoff=0x1af44c8 flags=0x80000408
  __DATA,__data addr=0xfffffe000ba00850 size=0x4e8 fileoff=0x49fc850 flags=0x0
  __DATA,__common addr=0xfffffe000ba00d38 size=0x148 fileoff=0x0 flags=0x1
  __DATA,__bss addr=0xfffffe000ba00e80 size=0x1 fileoff=0x0 flags=0x1
  __DATA_CONST,__mod_init_func addr=0xfffffe0007ff6bd0 size=0x30 fileoff=0xff2bd0 flags=0x9
  __DATA_CONST,__mod_term_func addr=0xfffffe0007ff6c00 size=0x30 fileoff=0xff2c00 flags=0xa
  __DATA_CONST,__const addr=0xfffffe0007ff6c30 size=0x1e40 fileoff=0xff2c30 flags=0x0
  __DATA_CONST,__kalloc_type addr=0xfffffe0007ff8a70 size=0x280 fileoff=0xff4a70 flags=0x0
  __DATA_CONST,__assert addr=0xfffffe0007ff8cf0 size=0x14 fileoff=0xff4cf0 flags=0x0
  __DATA_CONST,__kalloc_var addr=0xfffffe0007ff8d08 size=0xf0 fileoff=0xff4d08 flags=0x0
  __DATA_CONST,__auth_got addr=0xfffffe0007ff8df8 size=0x2d8 fileoff=0xff4df8 flags=0x6
  __DATA_CONST,__got addr=0xfffffe0007ff90d0 size=0xa0 fileoff=0xff50d0 flags=0x6

READABLE_STRINGS:
  [0x3e9af8] __TEXT,__cstring: "diskimages: attempt to dereference a null containing object" @%s:%d
  [0x3e9b3d] __TEXT,__cstring: DIDeviceIntervalMap.cpp
  [0x3e9b55] __TEXT,__cstring: DIDeviceCreatorUserClient
  [0x3e9b6f] __TEXT,__cstring: site.DIDeviceCreatorUserClient
  [0x3e9b8e] __TEXT,__cstring: 1211111212221212111111111111112
  [0x3e9bae] __TEXT,__cstring: virtual bool DIDeviceCreatorUserClient::initWithTask(task_t, void *, UInt32)
  [0x3e9bfb] __TEXT,__cstring: com.apple.diskimages.creator-uc
  [0x3e9c1b] __TEXT,__cstring: virtual bool DIDeviceCreatorUserClient::start(IOService *)
  [0x3e9c56] __TEXT,__cstring: virtual IOReturn DIDeviceCreatorUserClient::message(UInt32, IOService *, void *)
  [0x3e9ca7] __TEXT,__cstring: virtual void DIDeviceCreatorUserClient::stop(IOService *)
